	AL_TCDD_M_Bl_adt	BA_BPA10mg_M_Bl_adt	BA_BPA10ug_M_Bl_adt	BI_PM2.5_M_Bl_adt	DO_Pb_M_Bl_adt	DO_DEHP_M_Bl_adt	MU_PM2.5_M_Bl_adt	ZB_As_M_Bl_adlt	WK_TBT_M_Bl_adt
2510039O18Rik	0	0	0	0	0	0	0	0	-0.624051003
Bcap31	0	0	0	0	0	0	0	0	-0.625401267
Zbtb7b	0	0	0	0	0	0	0	0	-0.625743587
Abca7	0	0	0	0	0	0	0	0	-0.626385364
Casp3	0	0	0	0	0	0	0	0	-0.627748233
Zfp710	0	0	0	0	0	0	0	0	-0.627844699
Gba	0	0	0	0	0	0	0	0	-0.628374286
Serpinb10	0	0	0	0	0	0	0	0	-0.628747639
Bend4	0	0	0	0	0	0	0	0	-0.628758338
Dhx38	0	0	0	0	0	0	0	0	-0.630248451
Abhd2	0	0	0	0	0	0	0	0	-0.63091527
Cdc42ep2	0	0	0	0	0	0	0	0	-0.631079885
3110082I17Rik	0	0	0	0	0	0	0	0	-0.631383046
Hist1h2bc	0	0	0	0	0	0	0	0	-0.631841946
Gpr108	0	0	0	0	0	0	0	0	-0.634625003
Tmem104	0	0	0	0	0	0	0	0	-0.634765029
Slc38a10	0	0	0	0	0	0	0	0	-0.636470761
Tacc1	0	0	0	0	0	0	0	0	-0.637004205
Mark4	0	0	0	0	0	0	0	0	-0.637500557
Slc2a1	0	0	0	0	0	0	0	0	-0.637730745
Arhgdia	0	0	0	0	0	0	0	0	-0.6379343
Cd84	0	0	0	0	0	0	0	0	-0.638168336
Alox5	0	0	0	0	0	0	0	0	-0.638521341
Prelid1	0	0	0	0	0	0	0	0	-0.639607174
Cox5a	0	0	0	0	0	0	0	0	-0.640567386
Lasp1	0	0	0	0	0	0	0	0	-0.64133129
Zfp623	0	0	0	0	0	0	0	0	-0.643503428
Itm2c	0	0	0	0	0	0	0	0	-0.643976528
Pilrb2	0	0	0	0	0	0	0	0	-0.644290111
Relt	0	0	0	0	0	0	0	0	-0.645794985
Ywhaz	0	0	0	0	0	0	0	0	-0.645992307
Zfr	0	0	0	0	0	0	0	0	-0.648248485
Lamp2	0	0	0	0	0	0	0	0	-0.649384354
Pfn1	0	0	0	0	0	0	0	0	-0.649909593
Sh2b3	0	0	0	0	0	0	0	0	-0.649953924
Iffo2	0	0	0	0	0	0	0	0	-0.650943649
Igsf8	0	0	0	0	0	0	0	0	-0.653311336
AI837181	0	0	0	0	0	0	0	0	-0.653737459
Ipo11	0	0	0	0	0	0	0	0	-0.654218715
Srf	0	0	0	0	0	0	0	0	-0.654746569
Tmem50b	0	0	0	0	0	0	0	0	-0.654831161
Gpc1	0	0	0	0	0	0	0	0	-0.655358719
Tfe3	0	0	0	0	0	0	0	0	-0.657137554
Kctd13	0	0	0	0	0	0	0	0	-0.659156628
Il15ra	0	0	0	0	0	0	0	0	-0.659303406
Ubxn8	0	0	0	0	0	0	0	0	-0.659812849
Calm3	0	0	0	0	0	0	0	0	-0.661545227
Dnal4	0	0	0	0	0	0	0	0	-0.662412613
Junb	0	0	0	0	0	0	0	0	-0.665125876
Mcur1	0	0	0	0	0	0	0	0	-0.667130919
Bid	0	0	0	0	0	0	0	0	-0.667978923
Rab1b	0	0	0	0	0	0	0	0	-0.668438819
Gm11274	0	0	0	0	0	0	0	0	-0.668747687
Tgm2	0	0	0	0	0	0	0	0	-0.670046316
Rtn3	0	0	0	0	0	0	0	0	-0.670057591
Rab20	0	0	0	0	0	0	0	0	-0.670913851
Tent4b	0	0	0	0	0	0	0	0	-0.671574201
Ptpn12	0	0	0	0	0	0	0	0	-0.674481482
Pcmt1	0	0	0	0	0	0	0	0	-0.674995617
Adgre5	0	0	0	0	0	0	0	0	-0.675889951
Znfx1	0	0	0	0	0	0	0	0	-0.676113391
Ctsa	0	0	0	0	0	0	0	0	-0.676296237
B430306N03Rik	0	0	0	0	0	0	0	0	-0.677536116
Max	0	0	0	0	0	0	0	0	-0.677774749
Calu	0	0	0	0	0	0	0	0	-0.680556257
Derl1	0	0	0	0	0	0	0	0	-0.682250935
Smpd5	0	0	0	0	0	0	0	0	-0.682769916
Pilrb1	0	0	0	0	0	0	0	0	-0.684681082
Adap1	0	0	0	0	0	0	0	0	-0.685262692
Orai1	0	0	0	0	0	0	0	0	-0.685626445
Cln6	0	0	0	0	0	0	0	0	-0.686212167
Atp6v0a2	0	0	0	0	0	0	0	0	-0.688532975
Slc39a6	0	0	0	0	0	0	0	0	-0.689672206
Vps37c	0	0	0	0	0	0	0	0	-0.68991634
Ppp6r1	0	0	0	0	0	0	0	0	-0.691343168
Cds2	0	0	0	0	0	0	0	0	-0.691419645
Cd44	0	0	0	0	0	0	0	0	-0.692689207
Zeb2	0	0	0	0	0	0	0	0	-0.695296153
Skap2	0	0	0	0	0	0	0	0	-0.696022158
Numb	0	0	0	0	0	0	0	0	-0.697316078
Palm	0	0	0	0	0	0	0	0	-0.699067755
Arid3a	0	0	0	0	0	0	0	0	-0.702090797
Rarg	0	0	0	0	0	0	0	0	-0.702552095
Mfsd5	0	0	0	0	0	0	0	0	-0.705398608
Odc1	0	0	0	0	0	0	0	0	-0.705793584
Pik3cb	0	0	0	0	0	0	0	0	-0.705854749
Nfe2	0	0	0	0	0	0	0	0	-0.70703842
Tbkbp1	0	0	0	0	0	0	0	0	-0.707511805
Spi1	0	0	0	0	0	0	0	0	-0.708491013
Cdc42ep4	0	0	0	0	0	0	0	0	-0.711740946
Sema4a	0	0	0	0	0	0	0	0	-0.711742656
Tmem202	0	0	0	0	0	0	0	0	-0.713999825
Ifit2	0	0	0	0	0	0	0	0	-0.715957004
Mpp5	0	0	0	0	0	0	0	0	-0.719871061
Lipe	0	0	0	0	0	0	0	0	-0.720611566
Ltbr	0	0	0	0	0	0	0	0	-0.723785655
Gbp2	0	0	0	0	0	0	0	0	-0.724110173
Wbp1l	0	0	0	0	0	0	0	0	-0.728141648
Tmem9b	0	0	0	0	0	0	0	0	-0.72917456
Cptp	0	0	0	0	0	0	0	0	-0.731755803
Gapdh	0	0	0	0	0	0	0	0	-0.73414672
Ccdc124	0	0	0	0	0	0	0	0	-0.736460107
Elovl1	0	0	0	0	0	0	0	0	-0.73665408
Rtl8b	0	0	0	0	0	0	0	0	-0.73886691
Ptms	0	0	0	0	0	0	0	0	-0.743630198
Tnik	0	0	0	0	0	0	0	0	-0.743879969
Arf3	0	0	0	0	0	0	0	0	-0.743886233
Akap5	0	0	0	0	0	0	0	0	-0.746372766
Os9	0	0	0	0	0	0	0	0	-0.747670669
Flii	0	0	0	0	0	0	0	0	-0.747934977
Rab22a	0	0	0	0	0	0	0	0	-0.749521865
Cap1	0	0	0	0	0	0	0	0	-0.749994817
Arrb2	0	0	0	0	0	0	0	0	-0.750768322
Aldh3b1	0	0	0	0	0	0	0	0	-0.751296604
Esd	0	0	0	0	0	0	0	0	-0.753004369
Efhd2	0	0	0	0	0	0	0	0	-0.753525578
Mbp	0	0	0	0	0	0	0	0	-0.753558481
5031439G07Rik	0	0	0	0	0	0	0	0	-0.753908712
Erf	0	0	0	0	0	0	0	0	-0.754442307
Srgn	0	0	0	0	0	0	0	0	-0.757626921
Ppp1r9b	0	0	0	0	0	0	0	0	-0.758458767
Mapkapk2	0	0	0	0	0	0	0	0	-0.758497646
Atg7	0	0	0	0	0	0	0	0	-0.760935254
Gadd45g	0	0	0	0	0	0	0	0	-0.761381422
Timp2	0	0	0	0	0	0	0	0	-0.76305917
Samd1	0	0	0	0	0	0	0	0	-0.763365229
Wdr13	0	0	0	0	0	0	0	0	-0.764135362
AI506816	0	0	0	0	0	0	0	0	-0.764542148
Map7d1	0	0	0	0	0	0	0	0	-0.765544479
Pxn	0	0	0	0	0	0	0	0	-0.76848034
I830077J02Rik	0	0	0	0	0	0	0	0	-0.770193238
Rab3d	0	0	0	0	0	0	0	0	-0.771962833
Cyp4f16	0	0	0	0	0	0	0	0	-0.774171387
Lyn	0	0	0	0	0	0	0	0	-0.77584058
Pdlim4	0	0	0	0	0	0	0	0	-0.778017392
Rhog	0	0	0	0	0	0	0	0	-0.781401336
Adam9	0	0	0	0	0	0	0	0	-0.78254945
Ebi3	0	0	0	0	0	0	0	0	-0.783431426
Tppp3	0	0	0	0	0	0	0	0	-0.785509521
Slc16a13	0	0	0	0	0	0	0	0	-0.786183324
Pacsin2	0	0	0	0	0	0	0	0	-0.787343541
Ckb	0	0	0	0	0	0	0	0	-0.787755884
2610507B11Rik	0	0	0	0	0	0	0	0	-0.790538554
Fyb	0	0	0	0	0	0	0	0	-0.798346925
Por	0	0	0	0	0	0	0	0	-0.80026223
Cpne4	0	0	0	0	0	0	0	0	-0.805548148
Slc11a1	0	0	0	0	0	0	0	0	-0.805868975
Ifi30	0	0	0	0	0	0	0	0	-0.808426836
Ldhb	0	0	0	0	0	0	0	0	-0.80866058
Rps6ka4	0	0	0	0	0	0	0	0	-0.817730503
Aes	0	0	0	0	0	0	0	0	-0.820869351
Pfkfb4	0	0	0	0	0	0	0	0	-0.821613593
Setmar	0	0	0	0	0	0	0	0	-0.821830172
Slc2a6	0	0	0	0	0	0	0	0	-0.826082536
Edem1	0	0	0	0	0	0	0	0	-0.826255199
Mboat7	0	0	0	0	0	0	0	0	-0.82634428
Nlk	0	0	0	0	0	0	0	0	-0.835193998
Tax1bp3	0	0	0	0	0	0	0	0	-0.835515607
Flot1	0	0	0	0	0	0	0	0	-0.835879278
Tnfsf12	0	0	0	0	0	0	0	0	-0.842169941
Plp1	0	0	0	0	0	0	0	0	-0.842317817
Camkk1	0	0	0	0	0	0	0	0	-0.843415554
Gnai2	0	0	0	0	0	0	0	0	-0.844244986
Csnk1e	0	0	0	0	0	0	0	0	-0.847982194
Hlx	0	0	0	0	0	0	0	0	-0.848274296
R3hdm4	0	0	0	0	0	0	0	0	-0.851501068
Pf4	0	0	0	0	0	0	0	0	-0.851808886
Cfl1	0	0	0	0	0	0	0	0	-0.854752182
Hexa	0	0	0	0	0	0	0	0	-0.85475963
Tnfrsf1a	0	0	0	0	0	0	0	0	-0.856563069
Anxa5	0	0	0	0	0	0	0	0	-0.859022206
Ybx1	0	0	0	0	0	0	0	0	-0.859495361
Pecam1	0	0	0	0	0	0	0	0	-0.859544075
Ralb	0	0	0	0	0	0	0	0	-0.859802621
Itgb2	0	0	0	0	0	0	0	0	-0.860569077
Lamp1	0	0	0	0	0	0	0	0	-0.862389316
Ctbp2	0	0	0	0	0	0	0	0	-0.864755165
Parvb	0	0	0	0	0	0	0	0	-0.867650862
Slc52a3	0	0	0	0	0	0	0	0	-0.874732973
C530008M17Rik	0	0	0	0	0	0	0	0	-0.88122002
Vsig10l	0	0	0	0	0	0	0	0	-0.883109984
Ctsz	0	0	0	0	0	0	0	0	-0.885013598
Cndp2	0	0	0	0	0	0	0	0	-0.88514517
Hpcal1	0	0	0	0	0	0	0	0	-0.886039823
Kifc3	0	0	0	0	0	0	0	0	-0.886683527
Gm15459	0	0	0	0	0	0	0	0	-0.888447179
Gab2	0	0	0	0	0	0	0	0	-0.88930857
Plk3	0	0	0	0	0	0	0	0	-0.891885839
Hpse	0	0	0	0	0	0	0	0	-0.893807583
Aldh2	0	0	0	0	0	0	0	0	-0.896277159
Gm45640	0	0	0	0	0	0	0	0	-0.8972091
Myd88	0	0	0	0	0	0	0	0	-0.897677205
Coa5	0	0	0	0	0	0	0	0	-0.898039919
Fxyd5	0	0	0	0	0	0	0	0	-0.898553351
C130050O18Rik	0	0	0	0	0	0	0	0	-0.900178364
Slc16a3	0	0	0	0	0	0	0	0	-0.902695859
Slfn9	0	0	0	0	0	0	0	0	-0.902743766
Agtrap	0	0	0	0	0	0	0	0	-0.903327796
Coro1c	0	0	0	0	0	0	0	0	-0.904044464
Cd151	0	0	0	0	0	0	0	0	-0.90616444
Sesn2	0	0	0	0	0	0	0	0	-0.913094675
Bin2	0	0	0	0	0	0	0	0	-0.91535722
Cd9	0	0	0	0	0	0	0	0	-0.917449266
Aldoa	0	0	0	0	0	0	0	0	-0.918459704
Scamp2	0	0	0	0	0	0	0	0	-0.920225217
Plekho2	0	0	0	0	0	0	0	0	-0.92023882
Prdx6	0	0	0	0	0	0	0	0	-0.921616782
Tagln2	0	0	0	0	0	0	0	0	-0.928259355
Sh2b2	0	0	0	0	0	0	0	0	-0.930138004
Trim8	0	0	0	0	0	0	0	0	-0.936304662
F10	0	0	0	0	0	0	0	0	-0.936852774
Kctd11	0	0	0	0	0	0	0	0	-0.937855022
Treml2	0	0	0	0	0	0	0	0	-0.937903676
Gm26862	0	0	0	0	0	0	0	0	-0.941898704
9-Sep	0	0	0	0	0	0	0	0	-0.942351108
Pi16	0	0	0	0	0	0	0	0	-0.944611855
Serpinb6a	0	0	0	0	0	0	0	0	-0.945982149
Gm17709	0	0	0	0	0	0	0	0	-0.947267729
Rap2a	0	0	0	0	0	0	0	0	-0.949326105
Mvp	0	0	0	0	0	0	0	0	-0.949388803
Mid1ip1	0	0	0	0	0	0	0	0	-0.949655925
Capns1	0	0	0	0	0	0	0	0	-0.95047163
Laptm5	0	0	0	0	0	0	0	0	-0.950872957
Peg10	0	0	0	0	0	0	0	0	-0.950907307
Dap	0	0	0	0	0	0	0	0	-0.953642149
Tspan14	0	0	0	0	0	0	0	0	-0.958267513
Ypel2	0	0	0	0	0	0	0	0	-0.962735923
Opn3	0	0	0	0	0	0	0	0	-0.963134809
Ehd4	0	0	0	0	0	0	0	0	-0.964125269
Rtl8a	0	0	0	0	0	0	0	0	-0.96638673
Ctsd	0	0	0	0	0	0	0	0	-0.966437861
Kif13a	0	0	0	0	0	0	0	0	-0.967178744
Atp2c1	0	0	0	0	0	0	0	0	-0.96801243
Mfsd6	0	0	0	0	0	0	0	0	-0.969372171
Tsc22d1	0	0	0	0	0	0	0	0	-0.97022363
Osm	0	0	0	0	0	0	0	0	-0.97425213
Smim3	0	0	0	0	0	0	0	0	-0.983110422
Cdc42bpb	0	0	0	0	0	0	0	0	-0.983329752
Slc44a1	0	0	0	0	0	0	0	0	-0.984040559
Glipr2	0	0	0	0	0	0	0	0	-0.986896176
Ptpn1	0	0	0	0	0	0	0	0	-0.988009234
Marveld1	0	0	0	0	0	0	0	0	-0.988288197
Rnf19b	0	0	0	0	0	0	0	0	-0.990434693
Tmem43	0	0	0	0	0	0	0	0	-0.99444992
G6pdx	0	0	0	0	0	0	0	0	-1.001836626
Selplg	0	0	0	0	0	0	0	0	-1.006033687
Mmp9	0	0	0	0	0	0	0	0	-1.006901149
Ptpn11	0	0	0	0	0	0	0	0	-1.013141894
Gsn	0	0	0	0	0	0	0	0	-1.014156137
Slpi	0	0	0	0	0	0	0	0	-1.015822306
Sh3bgrl3	0	0	0	0	0	0	0	0	-1.025910198
Arhgap31	0	0	0	0	0	0	0	0	-1.026120786
Snx21	0	0	0	0	0	0	0	0	-1.027144116
Gatad1	0	0	0	0	0	0	0	0	-1.027686205
Tspan17	0	0	0	0	0	0	0	0	-1.031414232
Palm3	0	0	0	0	0	0	0	0	-1.032714273
Ighv2-5	0	0	0	0	0	0	0	0	-1.037235354
Rac1	0	0	0	0	0	0	0	0	-1.047781079
Ptprj	0	0	0	0	0	0	0	0	-1.048360236
Ccnd1	0	0	0	0	0	0	0	0	-1.048604648
Alox5ap	0	0	0	0	0	0	0	0	-1.049810846
Fkbp1b	0	0	0	0	0	0	0	0	-1.051200211
Prr13	0	0	0	0	0	0	0	0	-1.053402168
6430548M08Rik	0	0	0	0	0	0	0	0	-1.055486233
Syt11	0	0	0	0	0	0	0	0	-1.061270921
Kcnk6	0	0	0	0	0	0	0	0	-1.062079047
BC064078	0	0	0	0	0	0	0	0	-1.06828601
Flt1	0	0	0	0	0	0	0	0	-1.072653282
Thbs3	0	0	0	0	0	0	0	0	-1.07683405
Gm48249	0	0	0	0	0	0	0	0	-1.080616257
Atp2a3	0	0	0	0	0	0	0	0	-1.085359934
Hmox1	0	0	0	0	0	0	0	0	-1.0900452
Scarf1	0	0	0	0	0	0	0	0	-1.090996386
Gm8091	0	0	0	0	0	0	0	0	-1.091492461
Pttg1ip	0	0	0	0	0	0	0	0	-1.091621518
Cd68	0	0	0	0	0	0	0	0	-1.093018182
Gucy1b1	0	0	0	0	0	0	0	0	-1.097471078
Trim47	0	0	0	0	0	0	0	0	-1.100258612
Rnf144b	0	0	0	0	0	0	0	0	-1.101330214
Mir99ahg	0	0	0	0	0	0	0	0	-1.102034977
Ctnna1	0	0	0	0	0	0	0	0	-1.102653442
Rps27a-ps1	0	0	0	0	0	0	0	0	-1.103447535
Cds1	0	0	0	0	0	0	0	0	-1.104516924
Clec1b	0	0	0	0	0	0	0	0	-1.106657642
Ston2	0	0	0	0	0	0	0	0	-1.109148579
AC129539.1	0	0	0	0	0	0	0	0	-1.114136697
Rsu1	0	0	0	0	0	0	0	0	-1.115058438
Actg1	0	0	0	0	0	0	0	0	-1.116642077
Ywhah	0	0	0	0	0	0	0	0	-1.116936769
Hmga2	0	0	0	0	0	0	0	0	-1.118246945
Il27	0	0	0	0	0	0	0	0	-1.120742807
Nrgn	0	0	0	0	0	0	0	0	-1.130819638
Gm8399	0	0	0	0	0	0	0	0	-1.133123274
Tnfsf14	0	0	0	0	0	0	0	0	-1.140036494
Ndnf	0	0	0	0	0	0	0	0	-1.144765138
Tubb2a	0	0	0	0	0	0	0	0	-1.145121267
Pmp22	0	0	0	0	0	0	0	0	-1.148366803
Fam217b	0	0	0	0	0	0	0	0	-1.14954016
Cfp	0	0	0	0	0	0	0	0	-1.154397933
Sytl4	0	0	0	0	0	0	0	0	-1.156253888
Ubash3b	0	0	0	0	0	0	0	0	-1.159555676
Jag1	0	0	0	0	0	0	0	0	-1.160755016
Fhl1	0	0	0	0	0	0	0	0	-1.164864712
Actn1	0	0	0	0	0	0	0	0	-1.167546959
Capn2	0	0	0	0	0	0	0	0	-1.171658032
Efnb2	0	0	0	0	0	0	0	0	-1.171999523
Gm42517	0	0	0	0	0	0	0	0	-1.176240694
Emilin1	0	0	0	0	0	0	0	0	-1.177587042
Gm17473	0	0	0	0	0	0	0	0	-1.179973763
Tubb6	0	0	0	0	0	0	0	0	-1.185614518
Ndrg1	0	0	0	0	0	0	0	0	-1.191669056
Ccdc106	0	0	0	0	0	0	0	0	-1.192311832
Slamf1	0	0	0	0	0	0	0	0	-1.192816409
Otud7b	0	0	0	0	0	0	0	0	-1.196303146
Smkr-ps	0	0	0	0	0	0	0	0	-1.199724776
Pkm	0	0	0	0	0	0	0	0	-1.205925061
Adgrf5	0	0	0	0	0	0	0	0	-1.210572786
Fam221b	0	0	0	0	0	0	0	0	-1.211338708
Arhgap8	0	0	0	0	0	0	0	0	-1.22071923
Dnaaf3	0	0	0	0	0	0	0	0	-1.224096818
Fermt3	0	0	0	0	0	0	0	0	-1.224549365
Clu	0	0	0	0	0	0	0	0	-1.233593802
Ppp1ccb	0	0	0	0	0	0	0	0	-1.235873222
Hecw2	0	0	0	0	0	0	0	0	-1.244482283
Pros1	0	0	0	0	0	0	0	0	-1.252519214
Cnst	0	0	0	0	0	0	0	0	-1.255760316
Lefty1	0	0	0	0	0	0	0	0	-1.256663475
Kcng2	0	0	0	0	0	0	0	0	-1.260340873
Derl3	0	0	0	0	0	0	0	0	-1.268981375
Scn2b	0	0	0	0	0	0	0	0	-1.270963345
Syp	0	0	0	0	0	0	0	0	-1.271832353
Paqr4	0	0	0	0	0	0	0	0	-1.272273298
A930035D04Rik	0	0	0	0	0	0	0	0	-1.276769881
Grn	0	0	0	0	0	0	0	0	-1.278727429
Mest	0	0	0	0	0	0	0	0	-1.284031445
Sned1	0	0	0	0	0	0	0	0	-1.301992232
Litaf	0	0	0	0	0	0	0	0	-1.303035972
Sort1	0	0	0	0	0	0	0	0	-1.311736133
Tubb1	0	0	0	0	0	0	0	0	-1.314198034
Alox12	0	0	0	0	0	0	0	0	-1.318604204
Dmpk	0	0	0	0	0	0	0	0	-1.351174936
Mccc1os	0	0	0	0	0	0	0	0	-1.355773872
Gprc5b	0	0	0	0	0	0	0	0	-1.357771028
Ccdc80	0	0	0	0	0	0	0	0	-1.358643627
Ppbp	0	0	0	0	0	0	0	0	-1.363284164
Mok	0	0	0	0	0	0	0	0	-1.368501634
Cngb1	0	0	0	0	0	0	0	0	-1.375591055
Gm11868	0	0	0	0	0	0	0	0	-1.377483934
Ighv12-3	0	0	0	0	0	0	0	0	-1.377709448
Gm6560	0	0	0	0	0	0	0	0	-1.422296053
D7Ertd443e	0	0	0	0	0	0	0	0	-1.428342757
Lbp	0	0	0	0	0	0	0	0	-1.428433609
Gm26809	0	0	0	0	0	0	0	0	-1.434113628
Gm42918	0	0	0	0	0	0	0	0	-1.445325638
Tubg2	0	0	0	0	0	0	0	0	-1.450918438
Trgv2	0	0	0	0	0	0	0	0	-1.462577649
AC168220.3	0	0	0	0	0	0	0	0	-1.464546377
Lrrn3	0	0	0	0	0	0	0	0	-1.465774837
Igsf23	0	0	0	0	0	0	0	0	-1.476808055
Tns2	0	0	0	0	0	0	0	0	-1.493466646
Chil1	0	0	0	0	0	0	0	0	-1.499500419
Gm49368	0	0	0	0	0	0	0	0	-1.512203635
Gm5637	0	0	0	0	0	0	0	0	-1.544462952
Itgb5	0	0	0	0	0	0	0	0	-1.5482784
Mgp	0	0	0	0	0	0	0	0	-1.559526647
Ceacam19	0	0	0	0	0	0	0	0	-1.562808003
Gas2l1	0	0	0	0	0	0	0	0	-1.568283831
Jhy	0	0	0	0	0	0	0	0	-1.588191266
Map3k6	0	0	0	0	0	0	0	0	-1.60529422
Gm28523	0	0	0	0	0	0	0	0	-1.610983273
Rasl10a	0	0	0	0	0	0	0	0	-1.634616122
Gm13373	0	0	0	0	0	0	0	0	-1.64347458
Lcn2	0	0	0	0	0	0	0	0	-1.671954085
Cnr1	0	0	0	0	0	0	0	0	-1.683956238
Eln	0	0	0	0	0	0	0	0	-1.691487112
Cd34	0	0	0	0	0	0	0	0	-1.71637738
Spag17	0	0	0	0	0	0	0	0	-1.719926756
Spatc1	0	0	0	0	0	0	0	0	-1.731210104
Gm13848	0	0	0	0	0	0	0	0	-1.732446794
Spon1	0	0	0	0	0	0	0	0	-1.786540105
Ly6g	0	0	0	0	0	0	0	0	-1.793339727
Clec2g	0	0	0	0	0	0	0	0	-1.803295235
Gm15408	0	0	0	0	0	0	0	0	-1.858348696
Ocstamp	0	0	0	0	0	0	0	0	-1.859510167
Gm15610	0	0	0	0	0	0	0	0	-1.869366899
Adcy4	0	0	0	0	0	0	0	0	-1.877996587
Tmem132a	0	0	0	0	0	0	0	0	-1.901548584
Serinc4	0	0	0	0	0	0	0	0	-1.902160224
Col1a2	0	0	0	0	0	0	0	0	-1.997906481
Mgl2	0	0	0	0	0	0	0	0	-2.039524848
Cd5l	0	0	0	0	0	0	0	0	-2.041431054
Bcam	0	0	0	0	0	0	0	0	-2.072085383
Gm25911	0	0	0	0	0	0	0	0	-2.099068556
Rem1	0	0	0	0	0	0	0	0	-2.184506067
C1qa	0	0	0	0	0	0	0	0	-2.240976424
Fcna	0	0	0	0	0	0	0	0	-2.33958632
H19	0	0	0	0	0	0	0	0	-2.348084543
Ednrb	0	0	0	0	0	0	0	0	-2.917558857
Nxpe5	0	0	0	0	0	0	0	0	-3.012896457
